timestamp,T_entrada_C,T_saida_C,vazao_fluido_kg_h
2026-08-02 05:35:30,118.9965,84.9563,785.9621
2026-08-02 05:36:00,119.3891,84.1442,785.9266
2026-08-02 05:36:30,119.3504,85.1531,795.7921
2026-08-02 05:37:00,119.3002,84.8563,780.2744
2026-08-02 05:37:30,119.7384,84.5570,785.1392
2026-08-02 05:38:00,118.6909,83.9437,785.1936
2026-08-02 05:38:30,119.7668,84.6052,786.4614
2026-08-02 05:39:00,119.6496,85.0456,785.7174
2026-08-02 05:39:30,119.3673,85.2485,788.1368
2026-08-02 05:40:00,119.0751,84.3776,793.9859
2026-08-02 05:40:30,119.5117,84.1651,788.3470
2026-08-02 05:41:00,119.7292,84.3904,778.7760
2026-08-02 05:41:30,118.8177,84.8617,782.6511
2026-08-02 05:42:00,119.8356,84.7999,789.5249
2026-08-02 05:42:30,120.4130,84.8460,794.6621
2026-08-02 05:43:00,119.5241,84.8139,781.2893
2026-08-02 05:43:30,120.2211,84.6737,788.4660
2026-08-02 05:44:00,119.8200,84.8017,793.5580
2026-08-02 05:44:30,119.7272,84.7717,793.5056
2026-08-02 05:45:00,119.2581,84.9463,794.0572
2026-08-02 05:45:30,119.4509,84.5782,808.8448
2026-08-02 05:46:00,119.1440,84.3977,780.3709
2026-08-02 05:46:30,120.1190,84.3165,790.3852
2026-08-02 05:47:00,119.2881,84.3205,800.6438
2026-08-02 05:47:30,120.5544,85.0084,776.1352
2026-08-02 05:48:00,119.9056,85.0276,798.8381
2026-08-02 05:48:30,119.8965,84.9331,810.0333
2026-08-02 05:49:00,119.0507,85.3174,794.2325
2026-08-02 05:49:30,120.0582,85.3660,795.6909
2026-08-02 05:50:00,119.6284,85.5668,786.1664
2026-08-02 05:50:30,119.4695,85.5057,807.8523
2026-08-02 05:51:00,119.4367,84.6871,810.9507
2026-08-02 05:51:30,119.1571,84.7558,795.4128
2026-08-02 05:52:00,119.7957,84.4674,788.7371
2026-08-02 05:52:30,119.7203,84.3475,790.7975
2026-08-02 05:53:00,119.1601,84.4225,810.4174
2026-08-02 05:53:30,120.0873,85.2974,792.8641
2026-08-02 05:54:00,120.9072,84.9137,813.0926
2026-08-02 05:54:30,119.1441,84.8888,796.7484
2026-08-02 05:55:00,119.8125,84.6459,790.2573
2026-08-02 05:55:30,120.7114,85.2506,799.9313
2026-08-02 05:56:00,119.5066,84.0048,795.8263
2026-08-02 05:56:30,120.1282,84.6680,805.9044
2026-08-02 05:57:00,120.1177,85.0332,807.5298
2026-08-02 05:57:30,120.2637,85.1307,782.7710
2026-08-02 05:58:00,120.8640,84.7355,807.7047
2026-08-02 05:58:30,119.0658,84.8311,791.9266
2026-08-02 05:59:00,120.0693,84.5878,791.5359
2026-08-02 05:59:30,119.7364,85.1979,795.3823
2026-08-02 06:00:00,119.9801,85.1050,806.3520
2026-08-02 06:00:30,120.0356,84.8918,802.5818
2026-08-02 06:01:00,119.8791,84.9475,797.1875
2026-08-02 06:01:30,119.4956,85.1684,782.8786
2026-08-02 06:02:00,119.5428,84.7035,814.2321
2026-08-02 06:02:30,121.1283,85.1882,804.4626
2026-08-02 06:03:00,119.3877,85.4837,810.6926
2026-08-02 06:03:30,120.7049,85.0279,803.5796
2026-08-02 06:04:00,119.5872,85.3235,797.3303
2026-08-02 06:04:30,120.1655,85.0070,800.9841
2026-08-02 06:05:00,121.1149,85.6574,803.5010
2026-08-02 06:05:30,120.5414,85.1012,797.8306
2026-08-02 06:06:00,119.4380,85.6451,792.4481
2026-08-02 06:06:30,120.0016,84.9832,805.7898
2026-08-02 06:07:00,120.1702,84.9003,822.3629
2026-08-02 06:07:30,120.7115,85.5416,801.9704
2026-08-02 06:08:00,120.2329,85.5961,807.3600
2026-08-02 06:08:30,120.1429,85.4746,811.6358
2026-08-02 06:09:00,121.0954,85.6908,795.5872
2026-08-02 06:09:30,121.0386,84.4278,803.6690
2026-08-02 06:10:00,120.6108,84.9615,813.9261
2026-08-02 06:10:30,119.9614,84.9959,800.7618
2026-08-02 06:11:00,118.9619,84.8308,799.9095
2026-08-02 06:11:30,119.6610,85.2309,809.9994
2026-08-02 06:12:00,119.5417,85.1256,802.2127
2026-08-02 06:12:30,120.2960,85.1229,818.0757
2026-08-02 06:13:00,120.8086,85.0543,824.2620
2026-08-02 06:13:30,121.3405,85.3077,809.9521
2026-08-02 06:14:00,121.0024,84.9781,794.2774
2026-08-02 06:14:30,120.0237,85.2659,805.2064
2026-08-02 06:15:00,120.5186,85.6412,810.9015
2026-08-02 06:15:30,120.6057,85.5237,803.6242
2026-08-02 06:16:00,119.6378,85.4146,825.7438
2026-08-02 06:16:30,119.9937,86.0454,815.7056
2026-08-02 06:17:00,120.2281,84.5805,800.1474
2026-08-02 06:17:30,121.5213,85.3903,801.1450
2026-08-02 06:18:00,120.6625,84.7446,818.7157
2026-08-02 06:18:30,119.8249,85.4335,818.1434
2026-08-02 06:19:00,120.2827,85.6494,803.9427
2026-08-02 06:19:30,120.7324,85.4023,802.7702
2026-08-02 06:20:00,120.3954,84.7140,808.6339
2026-08-02 06:20:30,120.3558,85.9713,833.7547
2026-08-02 06:21:00,120.9127,84.7605,810.5509
2026-08-02 06:21:30,121.2603,85.0725,824.7231
2026-08-02 06:22:00,121.1805,85.8552,826.7606
2026-08-02 06:22:30,120.4351,85.4887,809.0549
2026-08-02 06:23:00,120.5156,84.5180,804.5977
2026-08-02 06:23:30,120.4564,85.4395,803.7570
2026-08-02 06:24:00,121.1517,85.5420,817.2613
2026-08-02 06:24:30,120.4421,85.8128,809.3701
2026-08-02 06:25:00,119.6876,85.8730,804.3971
2026-08-02 06:25:30,120.9033,85.7035,815.2421
2026-08-02 06:26:00,120.9395,85.4968,805.7351
2026-08-02 06:26:30,120.4849,85.2464,815.1033
2026-08-02 06:27:00,121.6269,85.7262,819.8595
2026-08-02 06:27:30,120.4419,85.4708,803.3714
2026-08-02 06:28:00,121.4346,85.9343,802.4889
2026-08-02 06:28:30,120.0689,85.8445,797.5531
2026-08-02 06:29:00,120.8893,84.8192,814.3599
2026-08-02 06:29:30,120.3595,86.5741,801.9588
2026-08-02 06:30:00,120.7399,85.5433,821.9963
2026-08-02 06:30:30,121.1699,85.7737,825.7651
2026-08-02 06:31:00,120.5169,84.8815,804.2006
2026-08-02 06:31:30,120.4654,85.5562,809.9020
2026-08-02 06:32:00,120.7156,85.2839,806.9611
2026-08-02 06:32:30,122.7193,86.0011,805.8206
2026-08-02 06:33:00,120.9532,85.3909,821.0910
2026-08-02 06:33:30,120.9361,85.5653,814.6565
2026-08-02 06:34:00,121.0945,84.6906,814.7428
2026-08-02 06:34:30,120.0316,85.4532,821.6136
2026-08-02 06:35:00,121.3626,86.6363,810.6178
2026-08-02 06:35:30,121.2703,85.8619,812.2700
2026-08-02 06:36:00,120.0351,85.4777,823.7367
2026-08-02 06:36:30,122.1417,85.9939,812.7042
2026-08-02 06:37:00,120.9534,85.4020,810.9260
2026-08-02 06:37:30,120.4059,85.7058,832.2122
2026-08-02 06:38:00,121.1335,85.9844,816.0412
2026-08-02 06:38:30,120.5346,85.9964,826.9632
2026-08-02 06:39:00,120.1962,86.8607,822.1860
2026-08-02 06:39:30,120.8775,85.0384,820.4016
2026-08-02 06:40:00,120.9123,85.7140,823.2871
2026-08-02 06:40:30,120.2511,86.0204,820.3984
2026-08-02 06:41:00,120.6605,86.0399,829.4400
2026-08-02 06:41:30,120.5463,86.1291,818.6687
2026-08-02 06:42:00,120.8964,85.3869,809.3152
2026-08-02 06:42:30,121.4112,85.4939,826.2856
2026-08-02 06:43:00,121.1702,86.1552,821.1260
2026-08-02 06:43:30,121.0953,86.2945,831.9715
2026-08-02 06:44:00,120.2113,85.2694,827.3616
2026-08-02 06:44:30,121.1219,85.0109,828.1214
2026-08-02 06:45:00,120.6041,86.0011,826.5949
2026-08-02 06:45:30,120.3012,85.9222,813.7363
2026-08-02 06:46:00,121.6110,85.6445,824.4870
2026-08-02 06:46:30,120.5187,86.2804,831.4430
2026-08-02 06:47:00,121.2433,86.0883,825.1314
2026-08-02 06:47:30,120.9646,86.4423,820.4564
2026-08-02 06:48:00,120.7434,85.7308,828.1311
2026-08-02 06:48:30,121.8421,86.2270,835.9211
2026-08-02 06:49:00,120.9439,85.7331,823.2701
2026-08-02 06:49:30,120.9897,86.7395,825.9304
2026-08-02 06:50:00,120.9004,86.3964,820.3236
2026-08-02 06:50:30,121.3677,85.1360,821.9012
2026-08-02 06:51:00,121.2118,85.6528,824.5265
2026-08-02 06:51:30,120.9524,85.8209,813.5749
2026-08-02 06:52:00,120.8538,85.6392,810.1182
2026-08-02 06:52:30,121.3062,85.8419,826.0181
2026-08-02 06:53:00,121.0134,85.8069,824.9670
2026-08-02 06:53:30,122.2126,85.0097,817.0143
2026-08-02 06:54:00,121.0993,85.8734,823.4763
2026-08-02 06:54:30,121.5407,86.0069,827.0594
2026-08-02 06:55:00,121.3398,85.3867,821.8510
2026-08-02 06:55:30,121.2523,85.9152,822.6664
2026-08-02 06:56:00,121.8581,86.1746,819.6904
2026-08-02 06:56:30,121.7101,85.8222,822.0859
2026-08-02 06:57:00,121.7120,86.2189,827.7911
2026-08-02 06:57:30,121.7179,86.1901,821.5919
2026-08-02 06:58:00,120.6472,85.1048,811.3250
2026-08-02 06:58:30,121.6862,85.6864,833.4003
2026-08-02 06:59:00,121.3536,86.3296,833.5528
2026-08-02 06:59:30,121.2322,85.8499,814.3003
2026-08-02 07:00:00,123.2302,86.5745,820.3712
2026-08-02 07:00:30,120.7745,85.3514,827.6115
2026-08-02 07:01:00,121.4773,85.5347,830.8613
2026-08-02 07:01:30,121.4482,86.5950,821.6267
2026-08-02 07:02:00,121.5042,86.3482,831.0936
2026-08-02 07:02:30,121.0493,85.8393,818.3156
2026-08-02 07:03:00,121.6800,85.8236,822.2721
2026-08-02 07:03:30,121.0168,86.7944,826.2638
2026-08-02 07:04:00,121.7315,85.9449,822.2457
2026-08-02 07:04:30,121.6792,85.4273,836.7554
2026-08-02 07:05:00,121.4898,86.7023,817.9123
2026-08-02 07:05:30,121.5866,85.3280,813.2998
2026-08-02 07:06:00,122.4260,85.7850,816.1308
2026-08-02 07:06:30,121.9340,85.4660,834.7743
2026-08-02 07:07:00,121.7423,86.8492,822.3358
2026-08-02 07:07:30,121.8790,86.0177,839.4718
2026-08-02 07:08:00,121.6977,85.4339,826.8807
2026-08-02 07:08:30,121.9645,86.4786,835.3442
2026-08-02 07:09:00,121.3963,86.4833,819.8356
2026-08-02 07:09:30,122.8153,85.6745,816.4720
2026-08-02 07:10:00,121.8147,86.8742,831.9621
2026-08-02 07:10:30,123.1446,85.4121,833.2911
2026-08-02 07:11:00,122.8505,86.3692,833.8908
2026-08-02 07:11:30,121.5008,86.8026,839.1407
2026-08-02 07:12:00,121.8831,86.9487,834.3939
2026-08-02 07:12:30,121.9567,86.5662,837.6548
2026-08-02 07:13:00,122.2513,85.8786,826.6929
2026-08-02 07:13:30,121.8606,86.3620,832.5420
2026-08-02 07:14:00,122.4089,85.8302,828.1414
2026-08-02 07:14:30,120.9363,86.7249,827.9231
2026-08-02 07:15:00,121.5213,86.5519,824.2659
2026-08-02 07:15:30,121.7412,86.8693,838.4543
2026-08-02 07:16:00,121.5137,86.3305,820.6745
2026-08-02 07:16:30,120.9913,86.1159,818.8364
2026-08-02 07:17:00,122.3095,86.8294,817.9761
2026-08-02 07:17:30,121.3243,85.9195,823.9270
2026-08-02 07:18:00,121.5508,86.5294,837.9980
2026-08-02 07:18:30,122.2755,86.2880,836.3017
2026-08-02 07:19:00,122.5204,86.7228,841.0735
2026-08-02 07:19:30,121.6356,86.3411,820.2470
2026-08-02 07:20:00,121.4100,86.4818,822.5352
2026-08-02 07:20:30,121.5317,85.7551,834.7839
2026-08-02 07:21:00,122.5057,86.0272,839.5305
2026-08-02 07:21:30,122.5439,86.1715,830.1784
2026-08-02 07:22:00,122.1364,86.6013,821.3288
2026-08-02 07:22:30,122.1015,86.2142,816.5911
2026-08-02 07:23:00,121.3285,86.2142,828.6183
2026-08-02 07:23:30,122.2302,86.9652,817.8900
2026-08-02 07:24:00,122.4003,86.5604,833.8685
2026-08-02 07:24:30,122.0998,86.2137,824.7265
2026-08-02 07:25:00,122.1277,86.5968,831.1104
2026-08-02 07:25:30,121.5205,86.0414,850.8496
2026-08-02 07:26:00,122.6302,86.7893,845.8072
2026-08-02 07:26:30,121.3759,86.4507,837.8345
2026-08-02 07:27:00,122.0568,86.7164,834.8898
2026-08-02 07:27:30,122.3033,85.8806,824.6605
2026-08-02 07:28:00,122.6545,86.2948,817.6636
2026-08-02 07:28:30,122.6202,85.7490,836.6686
2026-08-02 07:29:00,122.6723,85.9173,825.1062
2026-08-02 07:29:30,121.9610,85.8340,834.7640
2026-08-02 07:30:00,123.2833,87.0166,823.3665
2026-08-02 07:30:30,122.6745,87.0089,831.0567
2026-08-02 07:31:00,121.9633,86.0790,830.7999
2026-08-02 07:31:30,122.0047,86.7040,821.3704
2026-08-02 07:32:00,122.5382,86.3404,847.5083
2026-08-02 07:32:30,121.9334,86.9727,826.4735
2026-08-02 07:33:00,121.5374,87.2255,828.8227
2026-08-02 07:33:30,122.2264,86.0318,835.9689
2026-08-02 07:34:00,121.0579,86.1814,833.5563
2026-08-02 07:34:30,122.3821,85.8363,835.8819
2026-08-02 07:35:00,122.5308,86.9225,823.7487
2026-08-02 07:35:30,122.0876,86.5679,824.5135
2026-08-02 07:36:00,122.8044,86.0411,831.3855
2026-08-02 07:36:30,122.6642,87.0528,823.5024
2026-08-02 07:37:00,121.7374,86.0792,828.3161
2026-08-02 07:37:30,122.2776,86.1341,837.2529
2026-08-02 07:38:00,122.0044,86.6735,826.3743
2026-08-02 07:38:30,122.1111,85.8508,821.9689
2026-08-02 07:39:00,122.8544,86.2218,831.1409
2026-08-02 07:39:30,122.6024,86.8517,839.9720
2026-08-02 07:40:00,121.9394,85.8791,823.5585
2026-08-02 07:40:30,122.4186,86.7208,837.5657
2026-08-02 07:41:00,121.9370,87.2074,811.4718
2026-08-02 07:41:30,122.0808,86.7239,836.6999
2026-08-02 07:42:00,123.1010,86.6902,830.8620
2026-08-02 07:42:30,123.6131,86.7921,816.1203
2026-08-02 07:43:00,123.2373,86.4328,836.4363
2026-08-02 07:43:30,122.4946,86.6643,822.8680
2026-08-02 07:44:00,122.4560,86.8604,827.7814
2026-08-02 07:44:30,122.8818,86.6314,822.1870
2026-08-02 07:45:00,122.4308,86.9663,821.3094
2026-08-02 07:45:30,121.6751,86.7266,818.3797
2026-08-02 07:46:00,123.3054,86.1504,844.4603
2026-08-02 07:46:30,121.8099,86.3513,840.6727
2026-08-02 07:47:00,123.0155,86.3563,841.3762
2026-08-02 07:47:30,122.7992,86.4427,821.2528
2026-08-02 07:48:00,123.3570,86.6098,842.9400
2026-08-02 07:48:30,122.8660,85.8811,836.5286
2026-08-02 07:49:00,122.1484,87.0890,842.4795
2026-08-02 07:49:30,122.9926,86.8074,830.0100
2026-08-02 07:50:00,122.2758,86.5983,834.2566
2026-08-02 07:50:30,121.9762,86.8546,840.4740
2026-08-02 07:51:00,121.5566,86.5213,835.3623
2026-08-02 07:51:30,122.4179,86.8303,825.5278
2026-08-02 07:52:00,121.6428,86.8473,823.5507
2026-08-02 07:52:30,123.2127,86.6221,831.5295
2026-08-02 07:53:00,121.7162,86.5693,830.3366
2026-08-02 07:53:30,122.3188,86.9822,824.9620
2026-08-02 07:54:00,122.3474,87.0256,812.2361
2026-08-02 07:54:30,122.6090,86.8689,824.5166
2026-08-02 07:55:00,122.0965,86.8230,820.6849
2026-08-02 07:55:30,123.1046,87.2482,830.8027
2026-08-02 07:56:00,122.6257,86.8567,829.2381
2026-08-02 07:56:30,122.5422,86.2278,820.5676
2026-08-02 07:57:00,122.2328,86.4964,814.4541
2026-08-02 07:57:30,122.8396,87.0124,825.8546
2026-08-02 07:58:00,123.2701,86.4753,839.5565
2026-08-02 07:58:30,123.9257,87.2738,824.4775
2026-08-02 07:59:00,122.1143,87.1460,822.3084
2026-08-02 07:59:30,122.5233,86.3887,826.8381
2026-08-02 08:00:00,121.6445,86.1806,822.7480
2026-08-02 08:00:30,122.9445,86.8371,835.7346
2026-08-02 08:01:00,121.9284,85.9581,821.8241
2026-08-02 08:01:30,122.7552,86.6663,824.9023
2026-08-02 08:02:00,123.2413,87.3713,829.0814
2026-08-02 08:02:30,122.4242,86.2083,839.7725
2026-08-02 08:03:00,122.1704,86.0923,820.1387
2026-08-02 08:03:30,123.3017,86.8127,819.3245
2026-08-02 08:04:00,123.0042,86.4609,827.4885
2026-08-02 08:04:30,122.0901,86.5521,829.6392
2026-08-02 08:05:00,122.7309,87.3679,827.1620
2026-08-02 08:05:30,122.2402,86.7349,827.4953
2026-08-02 08:06:00,123.2033,86.9293,818.6941
2026-08-02 08:06:30,122.7404,87.2750,824.6922
2026-08-02 08:07:00,123.4486,86.4278,822.0699
2026-08-02 08:07:30,122.2248,86.5943,821.8182
2026-08-02 08:08:00,122.8099,87.3329,825.2473
2026-08-02 08:08:30,122.6960,86.8327,832.5535
2026-08-02 08:09:00,122.8351,87.3258,820.3645
2026-08-02 08:09:30,122.4302,86.5589,812.7922
2026-08-02 08:10:00,121.5934,86.6757,826.4216
2026-08-02 08:10:30,123.0640,87.2834,817.5385
2026-08-02 08:11:00,122.7567,87.7290,805.0636
2026-08-02 08:11:30,122.3196,86.3021,819.0715
2026-08-02 08:12:00,122.4897,87.5534,812.6435
2026-08-02 08:12:30,122.1613,86.8338,812.5226
2026-08-02 08:13:00,121.8220,87.2863,829.3999
2026-08-02 08:13:30,123.2757,86.7651,824.6148
2026-08-02 08:14:00,123.0473,87.0239,818.3912
2026-08-02 08:14:30,122.0909,87.5427,817.2058
2026-08-02 08:15:00,124.0340,87.7442,809.4317
2026-08-02 08:15:30,122.2132,87.0281,822.7565
2026-08-02 08:16:00,123.1388,86.5910,817.6500
2026-08-02 08:16:30,122.7883,86.8505,825.3982
2026-08-02 08:17:00,122.1598,85.6712,815.4775
2026-08-02 08:17:30,122.9709,87.5892,823.9561
2026-08-02 08:18:00,122.7085,87.1201,806.5863
2026-08-02 08:18:30,122.4869,86.7721,818.7724
2026-08-02 08:19:00,123.4696,86.7965,816.8517
2026-08-02 08:19:30,123.1265,86.5164,820.7436
2026-08-02 08:20:00,123.1787,87.3352,805.5855
2026-08-02 08:20:30,122.7159,86.8130,812.5381
2026-08-02 08:21:00,123.0040,87.0957,824.2332
2026-08-02 08:21:30,122.8188,86.6931,805.1187
2026-08-02 08:22:00,123.0862,86.7124,821.0871
2026-08-02 08:22:30,122.3550,87.0865,832.8326
2026-08-02 08:23:00,121.6579,87.1236,824.5904
2026-08-02 08:23:30,123.5272,87.0028,811.4206
2026-08-02 08:24:00,122.8458,86.6834,819.6663
2026-08-02 08:24:30,123.1431,86.2967,815.7390
2026-08-02 08:25:00,122.5189,86.9751,823.5559
2026-08-02 08:25:30,122.7532,86.7391,809.9330
2026-08-02 08:26:00,123.6291,86.6376,806.5606
2026-08-02 08:26:30,123.0546,87.9254,818.6886
2026-08-02 08:27:00,123.9788,86.8685,822.7835
2026-08-02 08:27:30,123.3259,86.3367,821.5900
2026-08-02 08:28:00,122.5497,86.8587,807.0463
2026-08-02 08:28:30,123.1082,86.7519,806.2729
2026-08-02 08:29:00,123.7320,86.8288,810.3530
2026-08-02 08:29:30,123.0045,87.1872,819.6936
2026-08-02 08:30:00,123.2205,86.3009,806.1431
2026-08-02 08:30:30,123.6075,87.1920,813.1091
2026-08-02 08:31:00,121.7317,87.1781,812.9046
2026-08-02 08:31:30,123.2583,86.6272,809.2669
2026-08-02 08:32:00,123.5843,86.4719,805.9651
2026-08-02 08:32:30,122.5303,87.3199,811.0285
2026-08-02 08:33:00,123.4398,86.9060,819.8021
2026-08-02 08:33:30,122.9175,87.0210,812.5501
2026-08-02 08:34:00,122.0771,86.9887,812.6307
2026-08-02 08:34:30,123.3213,87.5842,809.7401
2026-08-02 08:35:00,122.9241,86.4961,814.6898
2026-08-02 08:35:30,122.8945,87.3475,818.5836
2026-08-02 08:36:00,123.2575,86.9463,818.0855
2026-08-02 08:36:30,122.4625,86.2998,804.1194
2026-08-02 08:37:00,123.3257,86.8251,805.1762
2026-08-02 08:37:30,122.4862,87.3700,805.5879
2026-08-02 08:38:00,123.7013,87.2897,795.7978
2026-08-02 08:38:30,123.5169,86.7495,804.2388
2026-08-02 08:39:00,123.7187,87.0475,806.7913
2026-08-02 08:39:30,123.1842,87.1968,811.1184
2026-08-02 08:40:00,122.7426,86.7455,813.2883
2026-08-02 08:40:30,122.5962,87.2102,798.9732
2026-08-02 08:41:00,122.5686,87.5594,804.2641
2026-08-02 08:41:30,122.8747,86.7385,816.1880
2026-08-02 08:42:00,122.6199,86.8212,810.1891
2026-08-02 08:42:30,123.1275,87.2547,804.1004
2026-08-02 08:43:00,122.5644,87.2945,818.7473
2026-08-02 08:43:30,122.6579,87.2582,813.4781
2026-08-02 08:44:00,122.7804,87.2892,807.0016
2026-08-02 08:44:30,122.5845,86.8953,815.0892
2026-08-02 08:45:00,122.8032,87.1376,803.4596
2026-08-02 08:45:30,123.2679,86.1852,803.8950
2026-08-02 08:46:00,122.5357,87.0449,807.0854
2026-08-02 08:46:30,122.3773,87.5570,809.6252
2026-08-02 08:47:00,122.8916,86.8315,814.5672
2026-08-02 08:47:30,122.4126,87.1529,801.8714
2026-08-02 08:48:00,123.6519,86.7668,802.0942
2026-08-02 08:48:30,122.6356,87.4503,811.3730
2026-08-02 08:49:00,123.0102,87.7079,808.7318
2026-08-02 08:49:30,123.2144,86.8885,794.7523
2026-08-02 08:50:00,122.3575,86.7055,798.9904
2026-08-02 08:50:30,122.5673,86.8751,800.6572
2026-08-02 08:51:00,122.6757,87.2069,806.8462
2026-08-02 08:51:30,123.3830,86.5653,800.3472
2026-08-02 08:52:00,123.9085,86.6393,807.3231
2026-08-02 08:52:30,123.9215,86.4730,807.4871
2026-08-02 08:53:00,123.6311,86.8639,808.5936
2026-08-02 08:53:30,122.3752,87.4869,813.4133
2026-08-02 08:54:00,122.5577,87.3700,807.2642
2026-08-02 08:54:30,123.6903,86.9737,805.8103
2026-08-02 08:55:00,123.7599,87.0399,803.9731
2026-08-02 08:55:30,123.3955,87.2154,797.4718
2026-08-02 08:56:00,123.4011,86.7574,801.0868
2026-08-02 08:56:30,122.7841,86.8082,803.2299
2026-08-02 08:57:00,123.8570,86.0576,804.6644
2026-08-02 08:57:30,122.6338,86.7734,820.4798
2026-08-02 08:58:00,122.1943,87.4426,800.6289
2026-08-02 08:58:30,123.4004,86.7312,794.2873
2026-08-02 08:59:00,122.7085,86.9591,784.0656
2026-08-02 08:59:30,122.3507,87.2772,808.0124
2026-08-02 09:00:00,123.4390,87.1245,784.3543
2026-08-02 09:00:30,122.0858,87.1038,787.6674
2026-08-02 09:01:00,123.2270,86.1284,801.3410
2026-08-02 09:01:30,122.7764,87.9014,787.6468
2026-08-02 09:02:00,123.8002,87.6486,807.5747
2026-08-02 09:02:30,123.2279,86.7444,816.4010
2026-08-02 09:03:00,123.5359,86.6713,797.4683
2026-08-02 09:03:30,122.4564,86.8568,781.0895
2026-08-02 09:04:00,122.1511,87.0928,810.4041
2026-08-02 09:04:30,122.8165,87.7036,808.0851
2026-08-02 09:05:00,123.3030,87.1518,794.7670
2026-08-02 09:05:30,123.0322,87.1905,807.2045
2026-08-02 09:06:00,123.5713,87.2295,793.9302
2026-08-02 09:06:30,123.2684,86.8466,812.3520
2026-08-02 09:07:00,122.4697,87.5580,784.4877
2026-08-02 09:07:30,123.2259,87.3929,798.1323
2026-08-02 09:08:00,123.0787,87.5868,808.9522
2026-08-02 09:08:30,123.6272,86.9278,793.8500
2026-08-02 09:09:00,122.5277,86.9333,809.8327
2026-08-02 09:09:30,122.6581,86.4825,786.6712
2026-08-02 09:10:00,123.1870,87.5253,792.3925
2026-08-02 09:10:30,123.6943,87.2561,765.2998
2026-08-02 09:11:00,122.8865,87.3143,787.8408
2026-08-02 09:11:30,123.2832,86.8426,781.0656
2026-08-02 09:12:00,123.0012,86.8534,791.0900
2026-08-02 09:12:30,122.9609,86.7069,800.4885
2026-08-02 09:13:00,123.5567,87.3126,793.6317
2026-08-02 09:13:30,123.0341,86.8506,793.6185
2026-08-02 09:14:00,122.7564,86.7462,801.0960
2026-08-02 09:14:30,122.7252,86.8354,790.7358
2026-08-02 09:15:00,122.8208,87.3553,794.6196
2026-08-02 09:15:30,122.6266,86.5425,798.4526
2026-08-02 09:16:00,122.8518,86.8941,789.4700
2026-08-02 09:16:30,122.9984,86.6765,794.3015
2026-08-02 09:17:00,123.1104,87.0618,790.6155
2026-08-02 09:17:30,122.4725,86.3114,779.1211
2026-08-02 09:18:00,122.7528,86.9809,784.0980
2026-08-02 09:18:30,122.7752,86.6480,780.5698
2026-08-02 09:19:00,122.5772,87.2457,790.6956
2026-08-02 09:19:30,122.6670,87.0501,797.5254
2026-08-02 09:20:00,123.4048,86.4581,796.8421
2026-08-02 09:20:30,123.6341,87.1380,769.6276
2026-08-02 09:21:00,122.7933,86.4245,773.8153
2026-08-02 09:21:30,122.5918,87.0690,778.4196
2026-08-02 09:22:00,122.9042,86.6376,784.2247
2026-08-02 09:22:30,122.9845,87.0438,788.2286
2026-08-02 09:23:00,123.2858,86.8149,786.7823
2026-08-02 09:23:30,122.7389,86.4650,784.2298
2026-08-02 09:24:00,122.6634,87.5099,786.0931
2026-08-02 09:24:30,124.1575,87.1335,802.2508
2026-08-02 09:25:00,122.2821,86.9168,801.1180
2026-08-02 09:25:30,123.3766,86.7831,793.0925
2026-08-02 09:26:00,123.6680,86.9587,776.9311
2026-08-02 09:26:30,122.7932,86.8515,767.4273
2026-08-02 09:27:00,123.1371,87.3782,785.9501
2026-08-02 09:27:30,122.0756,88.2874,792.0657
2026-08-02 09:28:00,122.9233,87.0359,785.3217
2026-08-02 09:28:30,123.4874,86.7715,787.2174
2026-08-02 09:29:00,122.9647,86.8851,777.2806
2026-08-02 09:29:30,122.9202,87.3909,774.6120
2026-08-02 09:30:00,123.7649,86.9280,776.0097
2026-08-02 09:30:30,123.3039,86.7666,797.4063
2026-08-02 09:31:00,123.2450,86.9227,785.3248
2026-08-02 09:31:30,122.4821,87.3479,786.7485
2026-08-02 09:32:00,121.6613,86.3811,779.0470
2026-08-02 09:32:30,123.0667,87.1144,781.8897
2026-08-02 09:33:00,122.8792,87.2566,774.2996
2026-08-02 09:33:30,123.2540,86.8254,792.4464
2026-08-02 09:34:00,122.9313,86.8003,774.3558
2026-08-02 09:34:30,122.8873,86.5236,792.7120
2026-08-02 09:35:00,122.8765,86.6756,778.9785
2026-08-02 09:35:30,122.3023,87.2178,780.1664
2026-08-02 09:36:00,121.9307,86.6609,775.2429
2026-08-02 09:36:30,122.4063,86.5159,793.8017
2026-08-02 09:37:00,122.2937,86.9812,777.5073
2026-08-02 09:37:30,122.8179,86.6348,788.9862
2026-08-02 09:38:00,122.0200,86.8970,782.1557
2026-08-02 09:38:30,122.5943,86.6855,783.3908
2026-08-02 09:39:00,123.7927,86.8870,763.2557
2026-08-02 09:39:30,122.7862,87.0640,768.3972
2026-08-02 09:40:00,122.8431,86.8939,768.4864
2026-08-02 09:40:30,122.8223,87.5053,772.9248
2026-08-02 09:41:00,122.9160,87.4139,779.3927
2026-08-02 09:41:30,122.5422,86.4102,774.3733
2026-08-02 09:42:00,122.7182,86.6860,793.3904
2026-08-02 09:42:30,122.5250,86.5306,792.7551
2026-08-02 09:43:00,122.0448,87.6567,775.9360
2026-08-02 09:43:30,123.3729,86.7657,786.4345
2026-08-02 09:44:00,122.3405,86.6595,780.0276
